refkey1,refdata1,refkey2,refdata2,refdata3,refdata4
hit,hot,likely,quickly,moment,829.74
center,agreement,rather,responsibility,money,943.84
town,week,process,door,situation,389.76
clear,collection,lead,ok,save,870.77
wide,call,yeah,maybe,write,174.11
other,rich,whose,eye,treat,577.75
at,land,result,father,without,834.91
group,politics,artist,born,perhaps,733.86
choice,character,year,fly,beyond,936.32
air,tree,window,stop,north,458.63
adult,sister,material,store,behind,39.28
century,marriage,minute,sign,country,957.41
modern,our,bad,especially,reality,945.44
always,young,door,realize,any,797.55
lose,small,sea,sometimes,treat,891.92
southern,ball,draw,member,eight,269.57
movie,risk,who,growth,real,570.42
part,want,entire,catch,yeah,448.23
operation,magazine,oil,professional,beyond,564.5
message,edge,product,we,situation,913.61
woman,really,writer,after,blood,285.67
class,suggest,social,necessary,official,20.95
art,especially,single,option,theory,107.28
pattern,relationship,open,those,article,800.17
individual,himself,share,purpose,drug,307.6
world,billion,suggest,society,finish,292.97
discussion,church,cup,first,parent,985.84
couple,main,quality,sea,option,362.53
financial,environmental,class,generation,close,409.81
amount,possible,new,treat,tough,86.96
benefit,hot,per,marriage,agreement,893.69
have,government,expect,car,company,645.79
visit,goal,Republican,exactly,imagine,728.36
size,husband,record,employee,medical,585.55
soon,third,full,lead,outside,996.31
although,hot,important,similar,nearly,716.21
common,pay,simple,shake,memory,989.13
everyone,represent,black,foot,arrive,360.26
describe,control,exist,close,do,575.34
someone,become,usually,bank,pick,548.27
how,close,really,subject,may,438.92
themselves,ball,safe,big,require,672.79
describe,true,PM,relate,concern,370.56
country,per,traditional,purpose,money,186.4
matter,question,body,old,serve,861.58
fire,story,less,team,someone,735.72
yeah,keep,peace,administration,their,885.58
game,majority,country,human,season,556.61
whom,us,despite,poor,everyone,944.91
really,near,less,discuss,wrong,613.92
attorney,six,prevent,carry,wind,863.85
small,law,spring,everyone,result,633.03
until,might,author,important,grow,723.12
task,cultural,cause,industry,sort,990.7
stay,prevent,unit,likely,among,796.31
now,perhaps,impact,their,turn,258.92
if,sure,finish,wind,most,603.82
also,form,usually,loss,floor,494.3
real,only,anything,reflect,begin,243.9
lay,night,accept,will,several,543.16
experience,now,his,ground,determine,590.63
instead,visit,hotel,skin,local,347.8
account,decide,third,family,quickly,155.02
population,interesting,hard,tax,choice,94.36
apply,evidence,can,exactly,happy,193.57
next,scientist,fear,seem,same,726.95
space,improve,anything,decide,visit,879.75
use,meeting,no,maybe,parent,246.42
PM,forward,short,push,figure,471.82
deal,debate,student,still,girl,276.82
box,alone,clearly,level,other,339.45
threat,paper,reality,society,wonder,152.48
explain,physical,could,trouble,option,411.67
foreign,month,national,from,thought,18.73
great,order,back,job,far,946.56
value,check,career,nice,wide,534.33
summer,move,remain,start,development,696.33
sense,race,two,believe,find,395.4
somebody,defense,who,power,miss,846.38
amount,reduce,effort,project,drug,115.1
rich,agency,after,day,thank,311.95
inside,daughter,news,new,plant,879.36
business,option,face,color,program,621.21
security,father,open,call,actually,133.78
natural,record,loss,start,seat,985.94
forget,cost,sometimes,month,girl,811.56
minute,poor,three,the,PM,469.15
cell,themselves,particularly,day,product,565.56
personal,paper,result,financial,know,388.73
claim,myself,someone,myself,out,39.4
perform,travel,become,process,commercial,719.06
represent,wear,call,also,their,378.22
buy,trade,still,shoulder,back,447.2
never,your,explain,church,age,475.68
create,program,during,debate,trip,478.45
wall,think,shoulder,major,out,709.9
pay,produce,door,away,maybe,705.48
claim,brother,pressure,national,find,613.88
direction,face,their,positive,many,996.66
who,when,relationship,season,artist,252.28
so,author,trial,again,end,469.28
far,we,defense,generation,some,195.12
require,boy,watch,sort,want,875.97
occur,late,common,great,candidate,744.5
team,star,road,until,try,450.31
mother,camera,method,time,debate,788.71
thing,where,mother,oil,research,328.97
instead,main,people,suffer,energy,264.87
citizen,not,take,talk,continue,131.91
opportunity,gas,me,with,professional,502.38
free,specific,quite,indeed,effort,644.42
may,picture,street,middle,benefit,222.18
experience,picture,price,face,entire,443.34
point,soldier,property,cut,what,522.64
nothing,response,product,mother,tough,550.88
reason,big,ever,record,rule,284.72
full,bring,night,want,statement,376.68
including,explain,art,rock,run,325.26
win,between,total,also,near,910.89
crime,provide,sit,morning,understand,830.43
from,board,start,individual,affect,76.18
shake,where,century,five,scientist,598.95
onto,director,name,really,Mrs,672.78
defense,identify,citizen,record,among,282.08
north,position,herself,at,blood,64.52
career,apply,again,song,which,202.71
address,manage,thousand,now,fight,965.17
line,pretty,set,factor,chance,185.38
more,natural,college,amount,hit,112.38
thousand,health,brother,size,name,861.14
fall,drop,memory,price,reduce,700.83
agree,project,citizen,appear,too,765.12
beyond,sport,long,must,factor,425.71
according,identify,treat,call,well,186.95
today,ever,win,local,argue,622.3
fall,season,herself,threat,too,135.39
although,recent,fill,section,hand,150.34
sort,create,head,authority,office,688.21
world,provide,produce,produce,live,500.17
population,within,under,red,eat,232.62
rule,soon,indeed,at,music,247.44
market,sound,act,simple,conference,216.79
heavy,specific,commercial,explain,ready,584.6
sign,language,field,room,music,549.74
them,success,today,production,every,240.89
director,remain,professional,everything,big,701.67
career,couple,individual,set,consider,408.91
value,drug,become,page,admit,176.33
employee,court,successful,then,special,532.17
over,lose,now,kind,management,717.67
policy,join,hotel,center,plant,488.87
front,compare,show,over,run,554.42
suddenly,order,bag,hotel,lot,588.07
myself,whether,discussion,treat,machine,120.05
everybody,opportunity,others,quality,left,955.65
member,everyone,answer,American,cover,417.13
body,probably,traditional,majority,song,88.12
purpose,step,final,test,true,908.7
staff,you,item,really,personal,944.25
late,final,about,mouth,phone,394.05
theory,want,leader,role,throughout,23.16
full,report,wear,realize,tree,821.27
suddenly,wrong,change,along,place,29.11
coach,own,leave,allow,explain,220.93
meeting,paper,high,with,wish,253.21
car,laugh,dream,simply,as,176.92
game,range,base,light,family,318.05
military,floor,effort,indeed,decision,298.56
education,seven,price,still,cause,148.84
its,return,question,politics,offer,277.26
mean,city,shoulder,mind,maybe,333.5
prepare,market,during,democratic,across,402.73
entire,really,imagine,sell,plant,722.49
base,company,learn,chance,relate,563.28
rich,whatever,field,hope,still,51.63
cover,whose,government,over,view,829.95
young,condition,view,available,my,233.71
special,appear,argue,actually,coach,355.83
month,during,seat,article,environment,354.89
choice,although,common,necessary,church,182.9
trade,edge,across,civil,PM,483.41
drop,score,should,clearly,source,880.86
under,past,common,major,wrong,717.59
bank,about,everyone,account,message,422.6
stay,mother,party,sister,rule,111.29
boy,pick,can,pull,discuss,120.45
town,evidence,hair,past,reduce,667.48
hot,since,show,after,food,132.44
he,sound,loss,series,two,384.58
price,hot,ground,federal,everything,820.83
someone,language,however,stuff,where,472.6
benefit,evening,news,what,turn,389.43
change,condition,whole,push,environmental,654.86
their,early,recognize,either,human,44.41
entire,most,trade,commercial,suffer,855.51
market,last,company,industry,receive,789.74
wide,speech,board,live,goal,297.43
goal,five,front,argue,art,51.22
mean,serve,prepare,career,knowledge,624.94
throughout,drop,entire,involve,move,823.37
ability,hair,pull,director,meeting,967.71
some,option,garden,place,can,200.24
scientist,attention,production,peace,everybody,121.15
method,indeed,hospital,keep,your,321.76
smile,great,sea,story,author,190.13
standard,music,mouth,way,crime,979.88
manage,player,value,world,memory,753.01
bit,information,top,sense,public,614.11
case,ball,add,realize,animal,101.74
quality,successful,show,everyone,sport,132.55
expert,goal,future,century,analysis,656.13
history,material,positive,control,school,463.63
possible,lay,pattern,reduce,data,538.46
decide,experience,store,early,world,233.77
price,myself,memory,face,clearly,269.77
big,nothing,deal,onto,hand,146.48
good,it,seek,image,remember,567.7
example,physical,Mrs,true,brother,72.55
run,issue,direction,natural,later,504.85
light,off,even,blood,strategy,919.05
tonight,letter,happy,the,case,269.87
use,very,charge,student,scientist,73.95
become,phone,new,concern,enter,119.47
everything,east,use,scene,report,345.41
home,answer,degree,able,front,879.81
organization,call,page,special,break,512.4
cover,technology,important,character,subject,479.57
attorney,catch,rather,light,others,137.87
word,order,ahead,bed,all,77.76
week,suggest,tonight,accept,method,561.19
break,rock,nice,join,quickly,431.82
change,pay,loss,laugh,contain,963.67
learn,whole,treat,sure,benefit,824.35
allow,remember,just,model,star,890.91
nothing,power,appear,picture,of,714.35
traditional,others,employee,those,those,817.55
foreign,stage,nor,about,respond,249.2
law,eight,machine,structure,discussion,537.42
operation,cause,other,production,area,273.11
project,with,never,beat,want,53.87
front,blue,lawyer,decide,air,113.23
sort,fact,consider,sell,pull,419.36
especially,that,southern,together,look,957.92
draw,present,environmental,source,book,38.25
always,production,quite,participant,soldier,743.46
attention,majority,son,never,box,946.94
security,we,machine,if,focus,228.23
natural,different,process,seem,others,318.23
debate,two,spring,month,market,657.3
eight,join,week,music,news,417.06
job,might,attention,today,truth,173.71
measure,body,suddenly,fish,majority,425.83
yes,end,main,dream,not,291.76
add,energy,project,again,last,293.77
stay,there,argue,hundred,entire,466.06
away,final,store,continue,get,336.57
sometimes,media,Mr,moment,base,464.5
care,career,stand,star,will,517.89
employee,race,still,scientist,whether,459.46
career,international,chance,hand,Democrat,602.7
girl,job,moment,born,trip,322.56
style,work,better,peace,safe,250.38
such,teach,trouble,over,miss,473.92
blue,reality,note,hope,room,361.79
husband,fly,budget,table,meeting,37.67
artist,check,six,color,oil,577.19
light,business,girl,form,foot,903.72
resource,then,method,any,stop,328.65
trouble,learn,community,would,southern,346.89
serve,free,key,TV,put,998.98
place,successful,close,among,employee,868.62
which,policy,everyone,and,data,598.13
key,center,son,official,center,684.47
turn,area,list,environmental,before,307.37
general,hear,debate,nice,public,59.94
government,turn,beautiful,better,memory,445.54
third,situation,chair,your,on,778.26
imagine,let,himself,party,light,24.63
rather,send,pay,animal,attack,333.43
successful,approach,performance,thank,production,933.98
responsibility,under,analysis,ahead,learn,700.5
sit,natural,provide,form,play,496.21
send,political,protect,your,across,197.3
serve,let,democratic,here,him,584.34
civil,economy,say,mission,Congress,178.5
key,organization,consumer,kid,network,478.6
score,officer,low,building,why,213.2
treatment,stay,ask,challenge,instead,373.92
culture,attack,share,run,support,996.59
reason,space,article,wide,machine,533.43
determine,believe,skill,doctor,change,28.91
themselves,institution,admit,serious,between,130.26
method,tree,finish,simple,happen,263.95
authority,although,candidate,poor,where,625.66
wind,information,artist,us,face,636.63
effort,include,role,significant,reality,882.26
itself,size,over,season,can,916.9
pay,money,Democrat,lot,fall,536.97
see,before,summer,police,research,953.54
pattern,economy,off,analysis,section,30.22
service,amount,church,wait,senior,902.29
third,color,peace,catch,back,277.1
move,hour,effort,ahead,drop,114.54
determine,there,rate,mouth,size,747.07
full,street,fire,lose,safe,52.35
